formula,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
Mg0.94Al0.06B2,3,1.286666667,1.083266667,0.330286071,0.358930814,0.77,0.524733333,1.063406377,0.795665307,20.69933333,15.36254,7.077001923,6.447306393,16.171,7.075926667,1.033669121,0.820568511,2.666666667,2.686666667,0.471404521,0.463848634,1,1.94,1.08219553,0.644148787,1.653333333,1.802666667,0.299592316,0.338151182,0.73,1.3278,1.082274655,0.621418077,7.31,8.047525333,0.97342695,0.421076438,2.3122,5.412284,1.089516008,0.680968259,1,0,0,0,37
Mg0.95Al0.025Li0.025B2,4,1.345,1.084583333,0.303356226,0.360425433,0.77,0.541416667,1.358289411,0.80043056,17.25975,15.18660833,8.54723158,6.388994257,20.041,7.638741667,1.256008849,0.781745222,2.25,2.666666667,0.829156198,0.48876261,2,1.991666667,1.310783678,0.618993145,1.485,1.796416667,0.390288355,0.346876049,1.06,1.351833333,1.351559044,0.610247766,6.830425,8.048109167,1.183489147,0.432468113,2.9063,5.487069167,1.371204024,0.679521151,1,0,0,0,37
Mg1B1.938C0.062,3,1.066666667,1.085426667,0.377918275,0.363957348,0.83,0.520266667,1.039369126,0.759441128,15.709,15.3338,6.098000328,6.345868905,13.494,7.853439333,1.027649788,0.762031543,3,2.687333333,0.816496581,0.506201102,2,1.855333333,1.060856947,0.688662012,1.966666667,1.807206667,0.508876759,0.358909456,1.24,1.26514,1.063902991,0.67655575,9.068166667,8.1419542,1.572746477,0.546460149,3.6141,5.127795133,1.084005764,0.740364508,1,0,0,0,37
Mg1B1.968C0.032,3,1.066666667,1.086026667,0.377918275,0.36348601,0.83,0.536266667,1.039369126,0.732326437,15.709,15.3218,6.098000328,6.353271233,13.494,7.973549333,1.027649788,0.73349028,3,2.677333333,0.816496581,0.489781811,2,1.925333333,1.060856947,0.638403484,1.966666667,1.802106667,0.508876759,0.35187284,1.24,1.31104,1.063902991,0.627775151,9.068166667,8.1123312,1.572746477,0.448044496,3.6141,5.323378133,1.084005764,0.693838563,1,0,0,0,37
Mg0.9Li0.1B2,3,1.316666667,1.084,0.345671649,0.359477398,0.77,0.502666667,1.061363182,0.847150161,14.019,14.7302,7.44291932,6.305990181,17.364,7.060133333,0.963420858,0.763067552,2,2.633333333,0.816496581,0.546707316,2,1.966666667,1.011404265,0.601253354,1.443333333,1.785666667,0.44289452,0.36419485,1.06,1.327333333,1.052552645,0.613743961,7.111966667,8.005583333,1.245177059,0.568768953,2.9063,5.352276667,1.082648451,0.69876096,1,0,0,0,36.916667
Mg1.98Mn0.02B2,3,1.223333333,1.2132,0.31457202,0.384036144,0.77,0.7858,1.064744695,0.672315479,30.018,17.711165,18.46215605,7.228918414,44.127,11.756285,0.90946725,0.689513038,4,2.525,2.160246899,0.591079521,5,1.465,0.959614794,0.73578024,1.633333333,1.6762,0.303790864,0.364191653,0.73,1.01225,1.081592695,0.694524874,7.792733333,7.971039,0.367630261,0.327301678,0.864,4.11183,1.097508249,0.718550524,2,0.025,0.00990099,0.05,36.9
B2Mg0.6,2,1.215,1.007692308,0.385,0.324420284,0.77,0.269230769,0.642067283,0.657018552,17.558,13.925,6.747,5.685360147,13.494,2.707307692,0.617382033,0.67412658,2.5,2.769230769,0.5,0.421325044,1,1.846153846,0.673011667,0.450561209,1.675,1.871538462,0.365,0.307567282,0.73,1.266923077,0.669213135,0.442196597,7.9721,8.147584615,0.3259,0.274619664,0.6518,4.618569231,0.692311358,0.522529996,1,0,0,0,36.9
Mg0.98Al0.02B2,3,1.286666667,1.085533333,0.330286071,0.361639852,0.77,0.5438,1.063406377,0.736984543,20.69933333,15.32684667,7.077001923,6.39003617,16.171,7.759753333,1.033669121,0.747692483,2.666666667,2.673333333,0.471404521,0.468994196,1,1.98,1.08219553,0.598057706,1.653333333,1.798666667,0.299592316,0.342157209,0.73,1.349266667,1.082274655,0.583551208,7.31,8.069664,0.97342695,0.349694993,2.3122,5.492094667,1.089516008,0.648070813,1,0,0,0,36.7
Mg0.99Cr0.01B2,3,1.226666667,1.0855,0.314783876,0.361890522,0.77,0.549166667,1.064792726,0.715396465,29.03733333,15.40130333,17.14345921,6.683725104,41.185,7.84733,0.923128667,0.745621552,3.666666667,2.68,1.699673171,0.507543102,4,1.98,0.994923633,0.600065411,1.67,1.797833333,0.298105127,0.343065065,0.73,1.354466667,1.082599512,0.57163061,7.570233333,8.077801,0.627535531,0.315482134,1.5315,5.509445,1.0951534,0.639143877,2,0.016666667,0.006218905,0.033333333,36.7
Mg0.85Li0.15B2,3,1.316666667,1.082666667,0.345671649,0.357705031,0.77,0.477333333,1.061363182,0.894043421,14.019,14.4408,7.44291932,6.2581952,17.364,6.860283333,0.963420858,0.789579303,2,2.616666667,0.816496581,0.579990421,2,1.95,1.011404265,0.612353424,1.443333333,1.780166667,0.44289452,0.373704391,1.06,1.311,1.052552645,0.631458282,7.111966667,7.968008333,1.245177059,0.658640065,2.9063,5.262415,1.082648451,0.721999567,1,0,0,0,36.6
C0.9S0.1,2,0.905,0.797,0.135,0.081,0.27,0.589,0.681979512,0.387315855,22.038,14.0164,10.027,6.0162,20.054,7.6034,0.585736033,0.537783082,5,4.2,1,0.6,2,3,0.673011667,0.410116318,2.565,2.553,0.015,0.009,0.03,2.037,0.693130081,0.327400518,10.81015,11.17027,0.45015,0.27009,0.9003,9.09827,0.692279926,0.308845882,1,0,0,0,36.5
Mg1.8Cu0.2B12,3,1.236666667,0.935428571,0.315841029,0.260782809,0.77,0.693142857,1.064850433,0.618164831,32.88733333,13.2993,22.36794418,7.546387941,52.735,8.358771429,0.870775848,0.775286233,5.333333333,2.985714286,4.027681991,1.021103844,9,2.414285714,0.83140252,0.494794669,1.75,1.944142857,0.316333158,0.244145699,0.73,1.721428571,1.081527973,0.366904124,7.8902,8.206031429,0.290211004,0.225459545,0.6518,7.002194286,1.097941167,0.43611289,2,0.142857143,0.04784689,0,36.5
Mg0.95Al0.05B2,3,1.286666667,1.083833333,0.330286071,0.359611326,0.77,0.5295,1.063406377,0.782642249,20.69933333,15.35361667,7.077001923,6.433055202,16.171,7.246883333,1.033669121,0.804585833,2.666666667,2.683333333,0.471404521,0.465176191,1,1.95,1.08219553,0.634055793,1.653333333,1.801666667,0.299592316,0.339161548,0.73,1.333166667,1.082274655,0.613083862,7.31,8.05306,0.97342695,0.404527588,2.3122,5.432236667,1.089516008,0.673673517,1,0,0,0,36.466667
Mg1B1.96C0.04,3,1.066666667,1.085866667,0.377918275,0.363611857,0.83,0.532,1.039369126,0.740040486,15.709,15.325,6.098000328,6.351300339,13.494,7.94152,1.027649788,0.741641129,3,2.68,0.816496581,0.494233413,2,1.906666667,1.060856947,0.652857555,1.966666667,1.803466667,0.508876759,0.353770145,1.24,1.2988,1.063902991,0.641773524,9.068166667,8.120230667,1.572746477,0.47646136,3.6141,5.271222667,1.084005764,0.707221503,1,0,0,0,36.25
Mg0.97Co0.03B2,3,1.226666667,1.083166667,0.314783876,0.359687326,0.77,0.540833333,1.064792726,0.747554185,31.34966667,15.65528,20.26741584,7.652800256,48.122,7.269286667,0.891248014,0.826538281,4.666666667,2.736666667,3.091206165,0.783574431,7,1.91,0.892117871,0.682374667,1.743333333,1.802366667,0.31329787,0.340720901,0.73,1.3412,1.081764223,0.600414992,7.941733333,8.083081333,0.269539377,0.304819352,0.6518,5.45319,1.098038303,0.667014913,2,0.07,0.025578563,0.06,36.2
B2Mg0.5,2,1.215,0.984,0.385,0.308,0.77,0.344,0.642067283,0.630729489,17.558,13.5098,6.747,5.3976,13.494,3.7878,0.617382033,0.653310455,2.5,2.8,0.5,0.4,1,2,0.673011667,0.410116318,1.675,1.894,0.365,0.292,0.73,1.37,0.669213135,0.401923208,7.9721,8.16764,0.3259,0.26072,0.6518,5.10916,0.692311358,0.482183709,1,0,0,0,36
Mg1B1.95C0.05,3,1.066666667,1.085666667,0.377918275,0.363769005,0.83,0.526666667,1.039369126,0.749147027,15.709,15.329,6.098000328,6.348833594,13.494,7.901483333,1.027649788,0.751231355,3,2.683333333,0.816496581,0.499722145,2,1.883333333,1.060856947,0.669760228,1.966666667,1.805166667,0.508876759,0.356120259,1.24,1.2835,1.063902991,0.658174608,9.068166667,8.130105,1.572746477,0.509587451,3.6141,5.206028333,1.084005764,0.722869119,1,0,0,0,36
Mg1B1.8Be0.2,3,1.18,1.105333333,0.31822424,0.35644292,0.77,0.459333333,1.062660096,0.891866776,14.70933333,15.18906667,6.824793737,6.460983232,15.293,7.500866667,0.997500526,0.826358462,2.333333333,2.6,0.471404521,0.489897949,1,1.666666667,1.078992208,0.755875988,1.64,1.765333333,0.302103735,0.341933067,0.73,1.119333333,1.081856929,0.766968035,8.4223,8.149046667,0.690048757,0.43523326,1.6765,4.357286667,1.09527463,0.860834766,1,0,0,0,36
Mg0.99Pb0.01B2,3,1.393333333,1.087166667,0.403016404,0.363790653,0.92,0.5475,1.053115102,0.722556357,80.772,15.91865,89.5676705,12.75002331,196.389,7.329983333,0.503261867,0.840271912,3,2.673333333,0.816496581,0.47604855,2,1.986666667,1.060856947,0.588879378,1.893333333,1.800066667,0.429133494,0.344338974,1.02,1.352233333,1.071629715,0.577875586,7.786966667,8.079968333,0.373304043,0.308625059,0.8813,5.507277667,1.097471943,0.640537449,4,0.033333333,0.012106538,0,35.9
Mg0.93Al0.07B2,3,1.286666667,1.0827,0.330286071,0.358248112,0.77,0.519966667,1.063406377,0.807912668,20.69933333,15.37146333,7.077001923,6.461513829,16.171,6.90497,1.033669121,0.835497149,2.666666667,2.69,0.471404521,0.462493243,1,1.93,1.08219553,0.653569461,1.653333333,1.803666667,0.299592316,0.337134823,0.73,1.322433333,1.082274655,0.629219377,7.31,8.041990667,0.97342695,0.43692894,2.3122,5.392331333,1.089516008,0.687824353,1,0,0,0,35.8
Mg1B1.924C0.076,3,1.066666667,1.085146667,0.377918275,0.364176759,0.83,0.513826667,1.039369126,0.77074085,15.709,15.3394,6.098000328,6.342403759,13.494,7.797388,1.027649788,0.773837739,3,2.692,0.816496581,0.513617238,2,1.822666667,1.060856947,0.709162083,1.966666667,1.809586667,0.508876759,0.362121843,1.24,1.24372,1.063902991,0.696540243,9.068166667,8.155778267,1.572746477,0.586253356,3.6141,5.036523067,1.084005764,0.759336053,1,0,0,0,35.78
Mg0.994Fe0.006B2,3,1.223333333,1.085946667,0.31457202,0.362318972,0.77,0.550853333,1.064744695,0.707506069,30.32033333,15.37208,18.87067328,6.601856366,45.034,7.941366667,0.90529472,0.729605832,4.333333333,2.678666667,2.624669291,0.527331226,6,1.984,0.925129084,0.594283005,1.726666667,1.797706667,0.306847773,0.343438021,0.73,1.35634,1.082246875,0.566826267,7.948866667,8.081245733,0.268117105,0.306749594,0.6518,5.5161952,1.098044893,0.63528486,2,0.012,0.004479841,0.016,35.6
Mg0.94Li0.06B1.96C0.04,4,1.18,1.084266667,0.381641193,0.361515969,0.83,0.532,1.333050093,0.847536984,13.517,14.97772,6.504136991,6.325459171,17.364,7.476746667,1.279011516,0.790288622,2.5,2.66,1.118033989,0.539505947,3,1.94,1.279854226,0.68075708,1.72,1.796866667,0.613799642,0.365788895,1.57,1.3132,1.321730197,0.683243596,8.14905,8.075140667,2.095107384,0.607771183,5.8686,5.313526,1.353232742,0.75972462,1,0,0,0,35.6
Mg1B1.904C0.096,3,1.066666667,1.084746667,0.377918275,0.364489601,0.83,0.508693333,1.039369126,0.785808748,15.709,15.3474,6.098000328,6.337441679,13.494,7.717314667,1.027649788,0.789501227,3,2.698666667,0.816496581,0.523957589,2,1.776,1.060856947,0.73609362,1.966666667,1.812986667,0.508876759,0.36663535,1.24,1.21312,1.063902991,0.722875074,9.068166667,8.175526933,1.572746477,0.638296046,3.6141,4.9061344,1.084005764,0.784254785,1,0,0,0,35.5
Mg0.98Pb0.02B2,3,1.393333333,1.087666667,0.403016404,0.364597343,0.92,0.541666667,1.053115102,0.744623477,80.772,16.5283,89.5676705,16.84989123,196.389,6.5583,0.503261867,0.921559077,3,2.68,0.816496581,0.480555234,2,1.973333333,1.060856947,0.608375639,1.893333333,1.803466667,0.429133494,0.344518963,1.02,1.344466667,1.071629715,0.595110417,7.786966667,8.079203333,0.373304043,0.309980766,0.8813,5.482555333,1.097471943,0.653444159,4,0.066666667,0.023474178,0,35.5
Mg0.89Li0.11B2,3,1.316666667,1.083733333,0.345671649,0.359124021,0.77,0.4976,1.061363182,0.85741668,14.019,14.67232,7.44291932,6.297524239,17.364,6.95598,0.963420858,0.768645392,2,2.63,0.816496581,0.553564209,2,1.963333333,1.011404265,0.603729422,1.443333333,1.784566667,0.44289452,0.366123129,1.06,1.324066667,1.052552645,0.617640445,7.111966667,7.998068333,1.245177059,0.588035497,2.9063,5.334304333,1.082648451,0.703839354,1,0,0,0,35.3
Mg0.98Cr0.02B2,3,1.226666667,1.084333333,0.314783876,0.360792492,0.77,0.545,1.064792726,0.73248786,29.03733333,15.49360667,17.14345921,6.990229948,41.185,7.592993333,0.923128667,0.783632732,3.666666667,2.693333333,1.699673171,0.540945674,4,1.96,0.994923633,0.627127472,1.67,1.799,0.298105127,0.341997563,0.73,1.348933333,1.082599512,0.584389196,7.570233333,8.074868667,0.627535531,0.323467383,1.5315,5.48689,1.0951534,0.651035143,2,0.033333333,0.012376238,0.066666667,35.3
Mg0.86Al0.14B2,3,1.286666667,1.078733333,0.330286071,0.353406841,0.77,0.4866,1.063406377,0.878218927,20.69933333,15.43392667,7.077001923,6.559764523,16.171,5.948173333,1.033669121,0.919086862,2.666666667,2.713333333,0.471404521,0.452204477,1,1.86,1.08219553,0.706249104,1.653333333,1.810666667,0.299592316,0.329847776,0.73,1.284866667,1.082274655,0.673280777,7.31,8.003248,0.97342695,0.533293728,2.3122,5.252662667,1.089516008,0.727063653,1,0,0,0,35.1
Mg0.97Cr0.03B2,3,1.226666667,1.083166667,0.314783876,0.359687326,0.77,0.540833333,1.064792726,0.747554185,29.03733333,15.58591,17.14345921,7.282678654,41.185,7.338656667,0.923128667,0.815357253,3.666666667,2.706666667,1.699673171,0.572091679,4,1.94,0.994923633,0.650055799,1.67,1.800166667,0.298105127,0.340922727,0.73,1.3434,1.082599512,0.595498557,7.570233333,8.071936333,0.627535531,0.33123424,1.5315,5.464335,1.0951534,0.661440874,2,0.05,0.018472906,0.1,35.1
Nd1.3Ba1.3Sr0.4O6.828,4,1.7,1.073817664,0.616319722,0.631429369,1.51,0.371029711,1.307723193,1.255576368,96.297,51.92601465,51.24754399,55.14172007,128.243,15.51349206,1.204480917,1.249222428,4,5.308099308,2,1.512903236,4,4.087098087,1.255482325,0.68745477,1.605,2.697122507,1.063449576,1.122645024,2.55,2.351273911,1.197899371,0.465932975,7.512425,11.11315189,3.529371686,3.780425693,8.4064,9.229388156,1.289127621,0.569168556,4,0,0,0,35
Mg1B1.896C0.104,3,1.066666667,1.084586667,0.377918275,0.36461454,0.83,0.50664,1.039369126,0.791534768,15.709,15.3506,6.098000328,6.335452931,13.494,7.685285333,1.027649788,0.795429487,3,2.701333333,0.816496581,0.528013468,2,1.757333333,1.060856947,0.746205561,1.966666667,1.814346667,0.508876759,0.368416485,1.24,1.20088,1.063902991,0.732787604,9.068166667,8.1834264,1.572746477,0.657795542,3.6141,4.853978933,1.084005764,0.793609657,1,0,0,0,35
Mg0.94Pb0.06B2,3,1.393333333,1.089666667,0.403016404,0.367799613,0.92,0.518333333,1.053115102,0.811742126,80.772,18.9669,89.5676705,27.60268706,196.389,3.471566667,0.503261867,1.06639279,3,2.706666667,0.816496581,0.497281499,2,1.92,1.060856947,0.666394214,1.893333333,1.817066667,0.429133494,0.344902975,1.02,1.3134,1.071629715,0.646868325,7.786966667,8.076143333,0.373304043,0.315326754,0.8813,5.383666,1.097471943,0.693079339,4,0.2,0.062761506,0,35
Mg0.815Al0.024B2,3,1.286666667,1.056118352,0.330286071,0.349455786,0.77,0.572624163,1.063406377,0.740612498,20.69933333,14.82146636,7.077001923,6.196720949,16.171,7.387964776,1.033669121,0.761044362,2.666666667,2.712927087,0.471404521,0.452395906,1,2.088059176,1.08219553,0.566862557,1.653333333,1.826801691,0.299592316,0.330288846,0.73,1.423515322,1.082274655,0.550620917,7.31,8.091339274,0.97342695,0.352771855,2.3122,5.795118281,1.089516008,0.620510955,1,0,0,0,35
Mg0.91Al0.09B2,3,1.286666667,1.081566667,0.330286071,0.356876093,0.77,0.510433333,1.063406377,0.83047121,20.69933333,15.38931,7.077001923,6.489798587,16.171,6.563056667,1.033669121,0.862725071,2.666666667,2.696666667,0.471404521,0.459697968,1,1.91,1.08219553,0.6707376,1.653333333,1.805666667,0.299592316,0.335083903,0.73,1.3117,1.082274655,0.643494101,7.31,8.030921333,0.97342695,0.466825628,2.3122,5.352426,1.089516008,0.700439904,1,0,0,0,34.7
Mg0.978Al0.022B2,3,1.286666667,1.08542,0.330286071,0.361505219,0.77,0.542846667,1.063406377,0.740458539,20.69933333,15.32863133,7.077001923,6.392916599,16.171,7.725562,1.033669121,0.752068524,2.666666667,2.674,0.471404521,0.468747267,1,1.978,1.08219553,0.600830792,1.653333333,1.798866667,0.299592316,0.341959133,0.73,1.348193333,1.082274655,0.585815692,7.31,8.068557067,0.97342695,0.353639376,2.3122,5.488104133,1.089516008,0.650020149,1,0,0,0,34.7
Mg0.99Fe0.01B2,3,1.223333333,1.085466667,0.31457202,0.361875829,0.77,0.5492,1.064744695,0.715247488,30.32033333,15.41413333,18.87067328,6.757249385,45.034,7.8345,0.90529472,0.748706029,4.333333333,2.686666667,2.624669291,0.561387171,6,1.973333333,0.925129084,0.610358932,1.726666667,1.7984,0.306847773,0.342977317,0.73,1.3539,1.082246875,0.573257298,7.948866667,8.081587333,0.268117105,0.306407395,0.6518,5.505658667,1.098044893,0.641562537,2,0.02,0.007444169,0.026666667,34.7
Mg0.9Co0.1B2,3,1.226666667,1.075,0.314783876,0.351745647,0.77,0.511666667,1.064792726,0.827840513,31.34966667,16.46326667,20.26741584,9.993457283,48.122,5.327066667,0.891248014,0.975996849,4.666666667,2.9,3.091206165,1.220655562,7,1.7,0.892117871,0.81691517,1.743333333,1.815666667,0.31329787,0.332261778,0.73,1.297333333,1.081764223,0.663889901,7.941733333,8.08856,0.269539377,0.298971835,0.6518,5.2693,1.098038303,0.728521993,2,0.233333333,0.08045977,0.2,34.5
Mg0.9Al0.1B2,3,1.286666667,1.081,0.330286071,0.356186749,0.77,0.505666667,1.063406377,0.840920326,20.69933333,15.39823333,7.077001923,6.503876473,16.171,6.3921,1.033669121,0.875213105,2.666666667,2.7,0.471404521,0.458257569,1,1.9,1.08219553,0.678607152,1.653333333,1.806666667,0.299592316,0.334049231,0.73,1.306333333,1.082274655,0.650063498,7.31,8.025386667,0.97342695,0.480982228,2.3122,5.332473333,1.089516008,0.706276674,1,0,0,0,34.3
Mg0.75Co0.25B2,3,1.226666667,1.0575,0.314783876,0.33341978,0.77,0.449166667,1.064792726,0.934939634,31.34966667,18.19466667,20.26741584,13.56394913,48.122,2.29625,0.891248014,1.08658192,4.666666667,3.25,3.091206165,1.785357107,7,1.5,0.892117871,0.925129084,1.743333333,1.844166667,0.31329787,0.311460493,0.73,1.203333333,1.081764223,0.740975243,7.941733333,8.1003,0.269539377,0.285685614,0.6518,4.87525,1.098038303,0.804893403,2,0.583333333,0.179487179,0.5,34
Mg0.9Pb0.1B2,3,1.393333333,1.091666667,0.403016404,0.37096346,0.92,0.495,1.053115102,0.862231251,80.772,21.4055,89.5676705,35.04289216,196.389,0.384833333,0.503261867,1.098343082,3,2.733333333,0.816496581,0.512076383,2,1.866666667,1.060856947,0.708761408,1.893333333,1.830666667,0.429133494,0.344750473,1.02,1.282333333,1.071629715,0.685156538,7.786966667,8.073083333,0.373304043,0.320554397,0.8813,5.284776667,1.097471943,0.723292672,4,0.333333333,0.094339623,0,34
Mg0.8Li0.2B2,3,1.316666667,1.081333333,0.345671649,0.355918842,0.77,0.452,1.061363182,0.93164162,14.019,14.1514,7.44291932,6.196531081,17.364,6.7446,0.963420858,0.81312272,2,2.6,0.816496581,0.611010093,2,1.933333333,1.011404265,0.620703857,1.443333333,1.774666667,0.44289452,0.382898884,1.06,1.294666667,1.052552645,0.6454405,7.111966667,7.930433333,1.245177059,0.735725213,2.9063,5.172553333,1.082648451,0.740684597,1,0,0,0,34
Mg0.8Zn0.1Al0.1B2,4,1.2975,1.072,0.28665092,0.346231137,0.77,0.509,1.360006394,0.978194048,31.8695,16.7674,20.29484755,11.00245467,54.569,6.307933333,1.19634406,1.15246895,5,3.033333333,4.062019202,1.722078847,10,1.9,1.105889879,0.959905551,1.6525,1.818,0.259458571,0.322577123,0.73,1.306333333,1.374034575,0.74389813,7.83105,8.083653333,1.234969363,0.534425997,3.4084,5.332473333,1.373549147,0.824295523,2,0.333333333,0.10989011,0,34
Mg0.9Fe0.1B2,3,1.223333333,1.074666667,0.31457202,0.351584351,0.77,0.512,1.064744695,0.827087911,30.32033333,16.36033333,18.87067328,9.562078691,45.034,5.43,0.90529472,0.968613814,4.333333333,2.866666667,2.624669291,1.056198635,6,1.733333333,0.925129084,0.799429881,1.726666667,1.814,0.306847773,0.332060235,0.73,1.299,1.082246875,0.661395003,7.948866667,8.089273333,0.268117105,0.298500914,0.6518,5.268586667,1.098044893,0.728759853,2,0.2,0.069767442,0.266666667,34
Mg0.956Al0.044B2,3,1.286666667,1.084173333,0.330286071,0.360018587,0.77,0.53236,1.063406377,0.77439739,20.69933333,15.34826267,7.077001923,6.424483364,16.171,7.349457333,1.033669121,0.794410565,2.666666667,2.681333333,0.471404521,0.465959464,1,1.956,1.08219553,0.627625948,1.653333333,1.801066667,0.299592316,0.339764912,0.73,1.336386667,1.082274655,0.607787004,7.31,8.0563808,0.97342695,0.394227706,2.3122,5.444208267,1.089516008,0.66905317,1,0,0,0,34
Ba0.5K0.5Bi1O3,4,1.6625,1.15,0.641146434,0.636820226,1.61,0.179,1.301066009,1.355448683,100.351,69.0379,77.51560187,78.48957318,192.981,37.8862,1.062062086,1.061982163,3.5,4.9,2.061552813,1.757839583,5,3.5,1.197340134,0.760823827,1.7925,2.639,1.063752203,1.048031011,2.62,1.982,1.216232856,0.701691846,7.614025,10.58322,3.627761071,3.805704377,9.2774,7.73679,1.281833612,0.751993384,4,2,0.206185567,0,34
Mg1B1.89C0.11,3,1.066666667,1.084466667,0.377918275,0.364708169,0.83,0.5051,1.039369126,0.795728485,15.709,15.353,6.098000328,6.333959899,13.494,7.661263333,1.027649788,0.799762817,3,2.703333333,0.816496581,0.53102626,2,1.743333333,1.060856947,0.753568248,1.966666667,1.815366667,0.508876759,0.369743423,1.24,1.1917,1.063902991,0.74001387,9.068166667,8.189351,1.572746477,0.671988037,3.6141,4.814862333,1.084005764,0.800420664,1,0,0,0,33.85
Mg0.75Li0.25B2,3,1.316666667,1.08,0.345671649,0.354118624,0.77,0.426666667,1.061363182,0.961863096,14.019,13.862,7.44291932,6.120578649,17.364,6.628916667,0.963420858,0.834139919,2,2.583333333,0.816496581,0.640095479,2,1.916666667,1.011404265,0.626766277,1.443333333,1.769166667,0.44289452,0.391800509,1.06,1.278333333,1.052552645,0.656414752,7.111966667,7.892858333,1.245177059,0.803711814,2.9063,5.082691667,1.082648451,0.755683603,1,0,0,0,33.7
