formula,Tc
Nb1.2Mo1.8Al1,4.2
In0.913Pb0.087,4.2
Al1Nb2Ni1,4.2
C1Nb0.1Zr0.9,4.2
Bi1Pd2,4.2
Cu0.04Ta1S2,4.2
Ge1P1,4.2
Hg1,4.2
Pb1.044Sn0.116Ti2Se5.16,4.19
Na0.75Co0.999Ga0.001H2.6O3.3,4.19
Cu40Sn60,4.19
Pb0.32Sn0.48In0.2Te1,4.19
Bi3In5,4.189
Cr0.152Ti0.848,4.18
Sn0.4197Pb0.4203In0.16Te1,4.18
Pb0.43Sn0.43In0.16Te1,4.17
Tc0.6V0.4,4.17
Cu0.081Ti1Se2,4.17
Nb0.6V0.4,4.17
Sn0.4797Pb0.3203In0.2Te1,4.16
Cu0.06Ta1S2,4.16
Mo0.059Zr0.941,4.15
Ge0.045Nb0.955,4.15
Bi0.08Sn0.92,4.15
Y2Br1.25Cl0.75C2,4.15
Lu0.5Th0.5Os3B2,4.14
Ta0.125Zr0.875,4.14
Cu0.08Ti1Se2,4.14
Bi0.7Sb0.3,4.14
Li2Pd1.5Pt1.5B1,4.13
Y1Pd2Pb1,4.13
Rb0.2W1O3,4.126667
Ti0.8V0.2,4.125
Pd2Y0.9Tm0.1Sn1,4.12
Mg0.85Zn0.15C1Ni3,4.12
Be22W1,4.12
Re10Zr90,4.12
Pd2Y0.95Tm0.05Sn1,4.12
Pb0.4Sn0.4In0.2Te1,4.12
Hg0.333In0.667,4.115
B1Mo2,4.1125
Zr1P0.6Se1.4,4.11
H0.9Pd1,4.11
Nb0.4V0.6,4.11
Nb0.55V0.45,4.11
Nd1F0.3Bi1S2O0.7,4.11
Hg0.97Tl0.03,4.109
Be1W1,4.1
Au0.65Pt0.35Te2,4.1
C1.45Th1,4.1
In25Sb75,4.1
Ba2Sr6Si46,4.1
Be13W1,4.1
Y1Ni0.82Bi2,4.1
Cr0.38Re0.62,4.1
Ir2Zr1,4.1
Bi1In5,4.1
In0.25Sb0.75,4.1
Tl1V6S8,4.1
Y1Rh2Sn1,4.1
Mo1Na0.3S2,4.1
Bi0.06Sn0.94,4.1
Ni0.04Ta1S2,4.095
Mg10Ir19B16,4.0875
Mo0.15Ti0.85,4.08
Bi3Ni0.95Fe0.05,4.08
Cr0.02V0.98,4.08
Rh16Ir1S15,4.08
Ce0.3Nd0.7F0.5Bi1S2O0.5,4.07
Ce0.3Nd0.7Bi1S2F0.5O0.5,4.07
Pd1.1Te1,4.07
H0.74Nb0.8Pd0.2,4.07
Bi0.025In0.975,4.07
Bi3Ni0.9Fe0.1,4.06
Pd2Y0.9Ho0.1Sn1,4.06
Si0.025V0.975,4.06
Ba2Bi2.25Sb0.75,4.06
Al0.02V0.98,4.05
Ba1Ga1Si1,4.05
Ca1Al0.8Si1.2,4.05
Pb1Sb1,4.05
La0.5Sm0.5Bi1S2F0.5O0.5,4.05
Na0.3Co0.995Mn0.005H2.6O3.3,4.05
Nb3Rh2,4.04
Pd2Y0.7Yb0.3Sn1,4.03
Nb0.2V0.8,4.03
La3Te4,4.0275
Ba1Ti2Sb0.8Bi1.2O1,4.02
Pb0.812Sn0.348Ti2Se5.16,4.02
Ir0.68Rh0.27Te2,4.02
Sn0.504Pb0.336In0.16Te1,4.01
Rh0.12Ti0.88,4
In3.3Mo15Se19,4
Ir0.05Rh0.04Ti0.91,4
Mg0.8Zn0.2C1.05Ni3,4
Mg4Ni6B2,4
Mo0.1633Ti0.8367,4
Na0.3Ba6.2Si46,4
Na0.05Ta1S2,4
Co0.02Sn0.98Ta3,4
Na0.6Sn1Ta2S5,4
Bi0.34In0.66,4
Y0.65La0.35B6,4
Rh0.1Ti0.9,4
B2.8C97.2,4
B1Ta1,4
Co0.05Rh0.04Ti0.91,4
Al13Os3.2Ru0.8,4
Ga4Mn0.01Mo0.99,4
Ru0.45V0.55,4
Rh0.88Ti0.12,4
Hg2Mg1,4
Ba0.47K0.53Bi0.972Pr0.028O3,4
Cs0.25W1O3,4
Ba8Si39Al7,4
Mo5.22Zr94.78,4
Ca0.6Mo1S2,4
Nb3Si1Sn1V3,4
Ca3Rh8B2,4
Bi12S11O18,4
Ba1Ga0.78Si1.22,4
Ba8Si34Ge12,4
Cs0.1Li0.02W1O2.88F0.12,4
B5Nb1.9Ti0.1,4
Ce1Bi1S2F0.7O0.35,4
Na0.65H5Sn1.16S5.16Ta2O2.5,4
Ba1Ge3,4
Al0.25La0.75,3.98
Na0.75Co0.9975Ga0.0025H2.6O3.3,3.98
Ta1S1.6Se0.4,3.97
Au0.2La0.8,3.97
Nb27.5Ta27.5Rh45,3.965
Bi3.85Co0.15S3O4,3.9625
Sb0.06Sn0.94,3.96
La98Lu1.7Tb0.3,3.959
Na0.29Co1H2.6O3.3,3.955
Eu0.0034La0.9966,3.95
Co0.03In0.97,3.95
Cu0.08Ti2Se2,3.95
Ge1,3.9475
Te1,3.94125
Ce0.4Nd0.6F0.5Bi1S2O0.5,3.94
Bi0.055Sn0.945,3.94
Na0.75Co0.995Ir0.005H2.6O3.3,3.94
Mo0.99Mn0.01Ga4,3.94
Ga0.05Sn0.95,3.938
Nb27.5Ta27.5Ir45,3.935
Bi3.99Cu0.01S3O4,3.935
Bi3Ni1,3.935
Nb2Sn1C1,3.933333
Ba1Pb0.65Bi0.35O3,3.93
Ce0.4Nd0.6Bi1S2F0.5O0.5,3.93
Bi0.05Sn0.95,3.93
Pb1Tl2,3.925
Pb0.252Sn0.588In0.16Te1,3.92
La2.4Se4Y0.6,3.92
Ba2Bi2Sb1,3.92
Ba8Si31Ge15,3.91
Cr0.72Os0.28,3.906
Ce0.15Ru0.85,3.9
S0.8Se1.2Ta1,3.9
La1Ni1As1F0.1O0.9,3.9
In1V6S8,3.9
Ba2Sn3Sb6,3.9
C0.72W0.28Si1,3.9
Y3Os4Ge13,3.9
Eu0.75Sn0.25Mo6S7.2Se0.8,3.9
Fe0.05Ni0.05Zr0.9,3.9
Cu0.07Ti1Se2,3.9
Cr0.008Cu1Rh1.992S4,3.9
Sn0.8In0.2Te0.85Se0.15,3.9
Cu0.7Ti1Se2,3.9
Co0.1Zr0.9,3.9
Co1Zr3,3.9
H0.1Ta1S2,3.9
La0.5Th0.5Ni2B2C1,3.9
Sr1Sn3Sb4,3.9
In0.94Pb0.06,3.9
C1Ga1Mo2,3.9
S1.2Se0.8Ta1,3.9
Fe0.05Rh0.04Ti0.91,3.9
K0.18W1O3,3.9
C2Y1,3.895429
H0.63Nb0.87Pd0.17,3.89
Sb0.08Sn0.92,3.89
Cr0.0265V0.9735,3.89
Hg0.698Tl0.302,3.888
Ga0.04Sn0.96,3.887
Sn0.5883Pb0.2517In0.16Te1,3.88
W0.054Zr0.946,3.88
Nb0.85V0.15N0.92,3.88
Ba0.96K0.04Ti2Sb2O1,3.88
Bi0.045Sn0.955,3.88
Re24Zr5,3.875
Hg0.714Tl0.286,3.875
Sn0.56Pb0.24In0.2Te1,3.87
Ru11Zr89,3.87
Pd2Y0.9Er0.1Sn1,3.87
Bi0.019In0.981,3.86
Bi0.04Sn0.96,3.86
Hg5Tl2,3.86
C1.95Y1,3.86
Bi0.02Sn0.98,3.85
Y2Br1Cl1C2,3.85
W0.474O0.106C0.42,3.85
Tc0.2W0.8,3.85
Cu0.05V0.95,3.85
Ga3Zr5,3.85
Bi0.4Pd0.6,3.85
C1Tc1,3.85
Sr1Ga0.74Si1.26,3.85
Bi0.02In0.98,3.845
C1W2,3.835
Nb1S0.899,3.83
Ba1Pb0.55Hg0.2Bi0.25O3,3.83
Bi2Pd1,3.823333
Al0.27La0.73,3.82
Pb0.696Sn0.464Ti2Se5.16,3.82
Ir0.25W0.75,3.82
Ni0.011V0.989,3.82
Hg1In1,3.81
Os0.34W0.66,3.81
O1Sn1,3.81
Nb3S4,3.81
Hg0.5In0.5,3.81
Pb0.42Sn0.42In0.16Te1,3.805
Co0.15Ti0.85,3.8
Sb0.4Sn0.6,3.8
Re2Si1,3.8
Cu0.05Zr1Te3,3.8
C60Yb2.75,3.8
Sn0.8In0.2Te0.8Se0.2,3.8
Ta5Ge1B2,3.8
V3Ga0.1Sn0.9,3.8
Pd2Y0.7Er0.3Sn1,3.8
Cs0.33Ta1S2,3.8
C2Mo1Re1,3.8
C2Re1W1,3.8
Co0.02Cu0.98Rh2Si4,3.8
Cu0.12Bi2Se3,3.8
K0.33Ta1S2,3.8
Ge2Y1,3.8
Pb0.35Tl0.65,3.8
Cu1Rh2S4,3.794
Eu0.01La0.99,3.79
Cu0.03Ta1S2,3.79
Ru8Zr92,3.79
La1Bi1S1Se1F0.5O0.5,3.78
Co21Zr79,3.78
Pb1Mo6Se8,3.77
La0.98Nd0.02,3.77
Dy0.01La0.99,3.77
Bi3Sn1,3.77
In0.075Sn0.925,3.766
Au1Pb2,3.76
Sb0.04Sn0.96,3.76
Sb0.01V0.99,3.76
La1Ni1As1H0.08O0.92,3.76
Ir0.58Rh0.37Te2,3.76
Ta0.1Zr0.9,3.76
Nb0.86Rh1.04,3.76
Nb0.48Rh0.52,3.76
Ru28Zr72,3.76
As1Sn1,3.755
Pb0.01Sn0.99,3.752
Cr0.05Rh0.04Ti0.91,3.75
Sb0.05Sn0.95,3.75
Li2Ir1Si3,3.75
Cu0.15In0.85,3.75
Bi1Pd1,3.746667
Sn93In3.5Sb3.5,3.743
Sn1,3.740729
Pd0.14Ti0.86,3.74
Lu5Ir4Si9C1,3.74
Nb1Se3,3.736667
Bi2Te3,3.7325
Hg0.9In0.1,3.73
Pd2Y0.8Er0.2Sn1,3.73
Nb0.625Pt0.375,3.73
Ca1Al0.5Ga0.5Si1,3.73
Pd2Y0.75Tm0.25Sn1,3.73
Ru22Zr78,3.73
Nb5Pt3,3.73
Ga0.02Sn0.98,3.726
Ga0.01Sn0.99,3.726
Bi0.015In0.985,3.725
Sn0.91Zn0.09,3.722
Mg1C1Ni2.95Fe0.05,3.72
La0.92Lu0.08,3.72
Li2B1Pd1.5Pt1.5,3.72
Rh20Zr80,3.72
Hf1P1.7S0.3,3.71
Ce1Bi1S2F0.6O0.4,3.71
Sn1Ta2V1,3.7
Tl1Ni2Se2,3.7
Sn0.8In0.2Te0.75Se0.25,3.7
V1Ta2Sn1,3.7
Ta1S1.2Se0.8,3.7
S1Se1Ta1,3.7
Na0.3Pb1Ta2S5,3.7
Cr1Ti3,3.7
Na0.4H3.6Pb1.14S5.14Ta2O1.8,3.7
Na0.35Co1H1.3O3.3,3.7
Y0.91Th0.09C2,3.7
Sn0.25Ta0.5V0.25,3.7
Sn0.8In0.2Te0.9Se0.1,3.7
Bi2Pd3,3.7
Y2Br0.75Cl1.25C2,3.7
La1Bi1S1.2Se0.8F0.5O0.5,3.7
Pd0.05Rh0.04Ti0.91,3.7
Bi4S2.91Se0.09O4,3.7
Gd0.005La0.995,3.7
In31.5Sb68.5,3.7
Mo5Ru1Se8,3.7
La0.9Sr0.1Ni1As1O1,3.7
Li0.4Mo1S2,3.7
Mo1.75Ru1.25B2,3.7
B1Re2,3.7
Ba4Ca4Si46,3.7
Bi3Mo1,3.7
Pb1Ta1Se2,3.695
In0.955Pb0.045,3.69
Bi0.54Cd0.2Sn0.26,3.69
In0.012Sn0.988,3.69
In0.95Pb0.05,3.685
Al0.152Sn0.848,3.6835
Ca1Tl0.75Pb2.25,3.68
La1Ni1As1H0.17O0.83,3.68
In0.96Pb0.04,3.68
In1Pb1,3.675
Bi2S2F0.1O0.9,3.675
Pr1Bi1S2F0.5O0.5,3.6725
In0.82Mg0.18,3.67
Sr1Ga0.75Si1.25,3.67
Rh24Zr76,3.67
Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
Fe0.101Ti0.899,3.67
Sn99.2In0.4Sb0.4,3.669
Ir0.8Y0.2,3.66
Er0.4Y0.6Pd2Sn1,3.66
Hf1Pd2Al1,3.66
Rh23Zr77,3.66
Cr0.026V0.974,3.66
In0.046Sn0.954,3.655
Zr74.1Ti3.9Ni22,3.65
Pd2Y0.5Tm0.5Sn1,3.65
Cd0.18Sn0.72,3.65
Rh0.0375Zr0.925,3.65
Ag0.035Cd0.01Sn0.955,3.65
Cd1Sn1,3.65
In6Sn94,3.644
Sb0.011Sn0.989,3.642
In0.25Tl0.75,3.64
In0.961Pb0.039,3.64
Au0.24La0.76,3.64
B2Nb0.9,3.64
Pb1Mo6S4Se5,3.64
W0.014Zr0.986,3.64
La1Ni1As1F0.06O0.94,3.64
Ce0.01La0.99,3.63
In3Sn97,3.628
In0.017Sn0.983,3.625
In0.05Sn0.95,3.625
H0.87Pd1,3.625
Cu0.064Ti1Se2,3.62
H0.04Ta0.96,3.62
Cu1Co1.99Cr0.01S4,3.62
Ti0.63V0.27Al0.1,3.62
Ta2S2C2,3.61
In0.966Mg0.034,3.61
Cr0.011Ti0.967V0.022,3.6
K0.3Re1O3,3.6
Pb0.58Sn0.58Ti2Se5.16,3.6
Pb0.352Sn0.528In0.12Te1,3.6
Ce0.147Ru0.853,3.6
Mo2Ir1B2,3.6
Bi1K1,3.6
Ca0.2Mo1S2,3.6
K0.3O3Re1,3.6
La1Bi1S0.8Se1.2F0.5O0.5,3.6
La1Bi1Se1S1F0.5O0.5,3.6
Rb0.1W1O2.9F0.1,3.6
Zr1P1S1,3.6
B5Hf0.2Nb1.8,3.6
Ru0.55Rh0.45P1,3.6
Y2Fe1C4,3.6
Rh0.027Zr0.973,3.6
Au0.5Ge0.5,3.6
Sn0.7In0.3Te1,3.595
La1Ni1As1F0.12O0.88,3.59
Zr0.8Ni0.2,3.59
Sn0.6001Pb0.1999In0.2Te1,3.59
Gd0.004La0.996,3.59
Pd2Hf1Al1,3.583333
Ta0.9V0.1,3.58
Ta0.24V0.76,3.58
Sn0.5277Pb0.3523In0.12Te1,3.58
Bi2K1,3.575
Ag0.1Tl0.9,3.57
Rh27Zr73,3.57
Ru13Zr87,3.57
Ga5V2,3.57
La0.93Yb0.07,3.56
Zr66.3Ti11.7Ni22,3.56
Nb13.75Ta41.25Rh45,3.56
H0.69Nb0.8Pd0.2,3.56
Ru18Zr82,3.555
In1,3.549543
Na0.75Co0.99Ir0.01H2.6O3.3,3.54
Y0.7Gd0.3Rh4B4,3.54
Si0.108Zr0.892,3.54
Ta1Pt1Si1,3.54
Sr1,3.5375
Pb0.95Tl0.05,3.5275
Ni2P2Sr4Sc2O6,3.525
Li0.46Rb1Ca2Nb3O10,3.525
Mo0.5Pd0.5,3.52
Li0.34Rb1Ca2Nb3O10,3.52
Sr1Ga1.3Si0.7,3.52
Mo0.5Pb0.5,3.52
Ti0.72V0.18Al0.1,3.52
Y0.81Th0.19C2,3.52
Nd1Bi1S2F0.3O0.74,3.51
Y1Ru3.5Si2,3.51
In1.015Te1,3.51
Na0.24Co1H2.6O3.3,3.51
Y1Ru3Si2,3.51
Ce1Bi1S2F0.9O0.34,3.51
Ba2Bi1.75Sb1.25,3.51
Ir3Y1,3.5
Rh0.08Ti0.92,3.5
Pb0.35Sn0.53In0.12Te1,3.5
In1Te1.002,3.5
Ba1Pb0.75Sb0.25O3,3.5
Mo0.1215Ti0.8785,3.5
Ru0.1Ti0.9,3.5
Na0.3Sb1Ta2S5,3.5
Rh0.04Ru0.05Ti0.91,3.5
Ni0.05Rh0.04Ti0.91,3.5
Sn0.8In0.2Te0.7Se0.3,3.5
Os0.05Rh0.04Ti0.91,3.5
Na2.9Ba4.5Si46,3.5
Bi2.14F0.24S2O0.76,3.5
Ir0.77Se2,3.5
Hf1Ir1Si1,3.5
Tl0.61V6S8,3.5
Sr0.2W1S2,3.5
Na0.4H3.6Sb1.16S5.16Ta2O1.8,3.5
Mo4Re2Te8,3.5
Sr1Ga0.5Si1.5,3.5
Bi4Te3,3.5
La0.8Sr0.2Ni1As1O1,3.5
As1Ge1,3.5
Nd1Mo6S8,3.5
Cd0.1Tl0.9,3.5
Sn0.1Tl0.9,3.5
As2Sn3,3.5
Cr0.027Ti0.973,3.5
Li3Mo15Se19,3.5
Rh15Ir2S15,3.5
Cr0.025Ti0.975,3.5
Cu0.3La0.7,3.5
Ca1Ga0.74Si1.26,3.5
Rh0.005Zr0.995,3.5
Bi4S2.85Se0.15O4,3.5
Y0.96Gd0.04Ru2,3.5
Cu0.057Ti1Se2,3.49
Mg1C1Ni2.8Ru0.2,3.48
H0.47Nb0.72Pd0.18W0.1,3.48
Ru0.445V0.555,3.48
Ce0.5Nd0.5Bi1S2F0.5O0.5,3.48
La1Ni0.75Cu0.25C2,3.48
H0.886Pd1,3.478
Pb1Te1,3.476667
Mo0.25Nb0.75,3.47
Ni20Zr80,3.47
Ba1Ti2Sb1.6Bi0.4O1,3.47
Ni22Zr78,3.47
Cr0.72Ru0.28,3.468
Cu1Rh2Se4,3.4625
Pd2Y0.9Dy0.1Sn1,3.46
H0.6Nb0.8Pd0.2,3.46
Ce0.5Nd0.5F0.5Bi1S2O0.5,3.46
Sc1Ir1P1,3.46
Re0.025Ta0.975,3.458
Sc0.1Y0.9Ir3.6Rh0.4B4,3.45
In0.98Pb0.02,3.45
Cu0.08Ta1S2,3.45
Ca1Al0.4Ga0.6Si1,3.45
Al1Cu1,3.45
In0.17Tl0.83,3.45
La1Ni0.8Cu0.2C2,3.45
Ce1Bi1S2F0.5O0.5,3.446
Co1Ti2,3.44
Ti0.54V0.36Al0.1,3.44
Ba1,3.4375
Mo16Ru64P20,3.43
Y0.7Th0.3C2,3.43
Hg0.048In0.952,3.427
Nb0.9Pd0.1,3.42
Hg8K1,3.42
In1.05Te1,3.41
H0.51Nb0.8Pd0.2,3.4
Ta0.96W0.04,3.4
Ca1Ge3,3.4
Cu1Co1.95Cr0.05S4,3.4
Rb0.1Li0.02W1O2.88F0.12,3.4
Pb1.14Nb2Se5.14,3.4
Mo3S1Se3,3.4
Au0.22La0.78,3.4
Sn1Mo6Se8,3.4
Cu1Co1.98Cr0.02S4,3.4
La0.8Lu0.2,3.4
Rh0.91Ti0.4W0.05,3.4
Sr3Rh8B6,3.4
C1Hf0.5Mo0.5,3.4
V0.751Sb0.208Al0.041,3.4
Zr1Pd2Al1,3.4
Ce0.013La0.987,3.4
Sr1Ga0.55Si1.45,3.4
Cu0.065Ti1Se2,3.4
Hg0.004In0.996,3.396
Ir45Ta55,3.39
H0.61Nb0.76Pd0.24,3.38
W1.75Ru1.25B2,3.38
Mg1C0.906Ni3,3.38
Rh45Ta55,3.37
Li2Pd0.3Pt2.7B1,3.37
O0.14Rh0.287Ti0.573,3.37
Rh1W1,3.37
Ti0.576Rh0.287O0.14,3.37
Ce1Bi1S2F0.7O0.3,3.366667
La2.7Pr0.3Se4,3.36
Ta1S1Se1,3.36
Nb0.28Bi2Se3,3.35
Al5Re24,3.35
Sn0.32Pb0.48In0.2Te1,3.35
Ni1Zr3,3.35
Cd0.01In0.99,3.3445
Hg0.016In0.984,3.342
Ca1Al0.1Ga0.9Si1,3.34
Pd1Sn2,3.34
Na0.3Co0.985Mn0.015H2.6O3.3,3.34
C2Lu1,3.33
Ni0.02Ta1S2,3.325
Co25Zr75,3.325
In3Mo15Se19,3.32
In1Sb1,3.32
Zr70.2Ti7.8Ni22,3.32
Re16Zr84,3.32
Cu0.8Zn0.2Ir2S4,3.32
Nb13.75Ta41.25Ir45,3.315
La1Ni0.85Cu0.15C2,3.31
Al0.04V0.96,3.31
Pb0.16Sn0.64In0.2Te1,3.31
Mo0.05Rh0.04Ti0.91,3.3
In2O3,3.3
Pb1.14Ta2S5.14,3.3
Cu0.75Zn0.25Ir2S4,3.3
C1.5Ge3La5,3.3
Ge0.3Sb0.7,3.3
Y1Pt0.5Ge1.5,3.3
Ba8Si40Ga6,3.3
Th0.2Zr0.8,3.3
Ca1Ir1Si3,3.3
Cr0.099V0.901,3.3
Sn0.8In0.2Te0.95Se0.05,3.3
Y0.9Fe0.1B6,3.3
Y2Pd1Ge2.5Si0.5,3.3
Cr1Ru3,3.3
Ca4Rh6Pb19,3.3
Co0.5Fe0.5Ti1,3.3
Cs1Os1O6,3.3
Co15Zr85,3.3
Cu0.78Zn0.22Ir2S4,3.3
Cs0.1Li0.05W1O2.85F0.15,3.3
Nb1S1.06,3.3
Cr3Ru1,3.3
Pb1.14S5.14Ta2,3.3
Mo3S2Se2,3.3
Cu0.5Ge0.5,3.3
C0.74W0.26Si1,3.3
La1Bi1Se2F0.5O0.5,3.296
Cd0.02In0.98,3.2945
Ni0.02V0.98,3.29
Sb0.02V0.98,3.29
La0.91Lu0.09,3.28
Hg3Zr1,3.28
Co0.017V0.983,3.28
Ba1Ni2As1.846P0.154,3.28
Cd0.03In0.97,3.2755
Nb0.25Bi2Se3,3.275
Bi1Ru1,3.273333
Cs1Os2O6,3.27
Hf4K1,3.27
Ba1Ni2As1.816P0.184,3.27
Hg4K1,3.27
Cu50Sn50,3.26
H0.08Ta0.92,3.26
Pd0.07Ti0.93,3.26
Cd0.04In0.96,3.2595
Ce0.6Nd0.4Bi1S2F0.7O0.3,3.256
La0.6Sm0.4Bi1S2F0.5O0.5,3.255
Y2Br0.5Cl1.5C2,3.25
Ta0.07Zr0.93,3.25
Mo0.1Ti0.9,3.25
Ce0.6Nd0.4F0.7Bi1S2O0.7,3.25
Se1Y1,3.25
Rb0.23W1O3,3.25
Sr1Pd1.93Pt0.07Ge2,3.24
Pd2Y0.98Gd0.02Sn1,3.24
Ca1Al0.2Ga0.8Si1,3.24
La1Ni0.9Cu0.1C2,3.24
Ba1Ni2As1.792P0.208,3.24
Na0.26Co1H2.6O3.3,3.236667
Sr1Pd1.92Pt0.08Ge2,3.23
Al0.32La0.68,3.23
In0.8Tl0.2,3.223
Sr1Pd1.94Pt0.06Ge2,3.22
Zr62.4Ti15.6Ni22,3.215
Si0.132Zr0.868,3.21
Y0.5Lu0.5Ir4B4,3.21
Ir0.53Rh0.42Te2,3.2
Pd2Zr1Al1,3.2
Hf1Os1As1,3.2
H1.33N0.33O3W1,3.2
Pb0.445Sn0.445In0.13Te1,3.2
Cu0.1Ti1Se2,3.2
C1Ir1Mo3,3.2
Bi2.13F0.17S2O0.83,3.2
Ba1Au0.3Si1.7,3.2
In1Mg2,3.2
Y4Rh6Sn19,3.2
K2.9Ba4.9Si46,3.2
Pt0.25V0.75,3.2
Ba4Ir8Ge28,3.2
Zr1Hf1As1,3.2
Cu0.29Bi2Se3,3.2
Pb1Mo6S4Se4,3.2
Pd2Hf0.75Y0.25Al1,3.2
Ba1Ag0.2Si1.8,3.2
Ba1Ag0.3Si1.7,3.2
Sc4Rh6Sn19,3.2
Ca1Cu0.25Si1.7,3.2
Au0.33La0.67,3.2
Hf1Ru1As1,3.193333
B3Re7,3.19
Ir0.03Zr0.97,3.19
Ca1Tl2.4Pb0.6,3.18
In0.78Tl0.22,3.18
Nb2Pd1S4.25Se0.75,3.18
Hg3K1,3.18
Bi3Rh1,3.175
Sr1Ga0.7Si1.3,3.17
Sr1Pd1.96Pt0.04Ge2,3.16
Sn0.025V0.975,3.16
Co0.5Ni0.5Zr2,3.155
Ta1Ru1Si1,3.15
Y0.9Ca0.1C2,3.15
Sr1Pd1.8Ni0.2Ge2,3.15
Ni2Nb1Sn1,3.15
La1Ni0.95Cu0.05C2,3.15
Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
Y5Rh6Sn18,3.14
Ba0.95Na0.05Ti2Sb2O1,3.14
Cd1C1Ni3,3.133333
La98Lu1.4Tb0.6,3.127
Y2Pd1Ge3,3.125
H0.59Nb0.72Pd0.28,3.12
Co28Zr72,3.12
Cr0.74Re0.26,3.12
Ba8Si28Ge18,3.12
Ru0.475V0.525,3.12
Zn1Mo5S6,3.12
In0.1Tl0.9,3.12
Ni24Zr76,3.115
Zr2Co0.5Ni0.5,3.11
Pb1S3Ta1,3.11
Sn0.6723Pb0.1677In0.16Te1,3.11
Ru27Zr73,3.11
La0.7Sm0.3Bi1S2F0.5O0.5,3.11
Be1,3.1065
Rb0.1Li0.05W1O2.85F0.15,3.1
Mo5S6Zn1,3.1
La1Bi1S2F0.3O0.77,3.1
Ca1Cu0.25Si1.75,3.1
Ni0.05Zr1Te3,3.1
Sr0.55La0.45Bi1S2F1,3.1
Ni27Zr73,3.1
Cr0.03Sc0.97,3.1
Ge0.6Pd0.4,3.1
La0.75Y0.25F0.5Bi1S2O0.5,3.1
Ti2In1C1,3.1
B1Zr1,3.1
Pd2Zr1In1,3.1
B1Hf1,3.1
Cu0.4Bi2Se3,3.09
Pb1Ta1S3,3.09
Nb1Se3Sn1,3.09
Sc0.3Y0.7Ir3.6Rh0.4B4,3.09
Pb1.13Ta1S3.13,3.08
Fe0.025Ti0.975,3.08
Pd0.19Ti0.81,3.08
Mo0.15Pa0.85,3.08
La1Fe4P12,3.075
Nb0.9Rh1.1,3.07
Nb0.45Rh0.55,3.07
Li2Pd0.48Pt2.52B1,3.07
Be2Os1,3.07
Ir0.97Pt0.03Te2,3.07
Y0.6Lu0.4Ir4B4,3.06
Ni21Zr79,3.06
Ni16Zr84,3.06
La0.85Y0.15,3.06
Ge2Mo1,3.055
Sr0.15Bi2Se3,3.055
B1Mo1.75Ta0.25,3.05
Cu0.01Ta1S2,3.05
H0.46Nb0.69Pd0.31,3.05
Ti0.25Nb0.5Sb0.25,3.05
Na0.2W1O3,3.05
Nb0.5Sb0.25Ti0.25,3.05
Mo0.0905Ti0.9095,3.05
U6Fe0.5Co0.5,3.05
Ru7B3,3.05
Hg4Na1,3.05
Cu1Co1.99Ir0.01S4,3.04
Ta1S0.4Se1.6,3.04
Sn0.8In0.2Te1,3.035
As2Cd1Ge1,3.02
Sn1Nb1Se3,3.02
Os0.25W0.75,3.02
Pt0.33W0.67,3.02
Ba1Cu0.2Si1.8,3.02
In1Sc1Au2,3.02
Pd0.5Au0.5Pb2,3.02
Ba1Ta2S5,3.01
Sc0.5Y0.5Ir3.6Rh0.4B4,3.01
La1Bi1S0.6Se1.4F0.5O0.5,3.01
Sc0.2Y0.8Ir3.6Rh0.4B4,3.01
Pd1Te1,3.01
Y2Ir3Si5,3.005
Pt1V3,3.005
Nb0.85Rh0.15,3
Zr55Cu25Nb5Al10Ni5,3
Sb1.16Ta2S5.16,3
Rb0.33Ta1S2,3
Sb1.16S5.16Ta2,3
Ce1Bi3.4Pb0.6Te6,3
O3Sr0.08W1,3
Ba0.8K0.2Ti2Sb2O1,3
Os1W3,3
La1Ni1P1O1,3
Pt1Zr1,3
Zn1N1Ni3,3
Ni17Zr83,3
La1Bi1S1.4Se0.6F0.5O0.5,3
Ca1Cu0.25Si1.6,3
Fe0.05Ta1S2,3
Y1Os4P12,3
Te2Mo6Se6,3
Nb0.85Rh1.15,3
Zr0.75Pd0.25,3
Rb0.27W1O2.93,3
Mn0.101Ti0.899,3
Ta0.7V0.3,3
Ce1Bi3.6Pb0.4Te6,3
Ba8Si38Al8,3
Re0.976W0.024,3
Ce0.6Nd0.4Bi1S2F0.5O0.5,3
Au0.5Rh0.4Ti0.91,3
Ag1Bi2,3
Bi2F0.2S2O0.8,3
Ba1Cu0.3Si1.7,3
Ca1Al0.3Ga0.7Si1,3
Eu1Nd2S5,3
Cu1Co1.9Cr0.1S4,3
Ir0.5Te0.5,3
Ce1Bi3.5Pb0.5Te6,3
Co0.5Fe0.5U6,3
Nb2.25V0.75Au1,3
Ir0.5Pt0.5Te2,3
Bi3.9Cu0.1S3O4,2.995
Na0.75Co0.995Ga0.005H2.6O3.3,2.99
Pd0.04Ir0.96Te2,2.99
Ce0.6Nd0.4F0.5Bi1S2O0.5,2.99
Bi3.975Cu0.025S3O4,2.99
Pb2Pd1,2.98
Ni18Zr82,2.98
Sr1Ga0.6Si1.4,2.98
Sn0.704Pb0.176In0.12Te1,2.98
In0.69Tl0.31,2.98
Ir0.96Pt0.04Te2,2.9725
Pb1Te1Sn1Te1,2.97
